2934,1358,2023-10-31 10:32:58.405797
2934,1358,2023-10-31 10:32:58.428689
2934,1358,2023-10-31 10:32:58.445536
2934,1358,2023-10-31 10:32:58.467166
2934,1358,2023-10-31 10:32:58.657986
2934,1358,2023-10-31 10:32:58.718313
2934,1358,2023-10-31 10:32:58.778499
2934,1358,2023-10-31 10:32:58.839110
2934,1358,2023-10-31 10:32:58.912873
2934,1358,2023-10-31 10:32:58.979713
2934,1358,2023-10-31 10:32:59.059813
2934,1358,2023-10-31 10:32:59.120383
2934,1358,2023-10-31 10:32:59.204024
2934,1358,2023-10-31 10:32:59.280925
2932,1358,2023-10-31 10:32:59.351449
2932,1357,2023-10-31 10:32:59.431681
2933,1357,2023-10-31 10:32:59.502757
2933,1358,2023-10-31 10:32:59.572060
2933,1358,2023-10-31 10:32:59.642646
2933,1358,2023-10-31 10:32:59.722909
2933,1358,2023-10-31 10:32:59.793133
2933,1358,2023-10-31 10:32:59.863714
2932,1358,2023-10-31 10:32:59.943951
2932,1358,2023-10-31 10:33:00.014314
2933,1358,2023-10-31 10:33:00.084329
2932,1358,2023-10-31 10:33:00.154876
2932,1358,2023-10-31 10:33:00.225216
2932,1358,2023-10-31 10:33:00.295283
2930,1357,2023-10-31 10:33:01.414737
2929,1357,2023-10-31 10:33:01.496269
2929,1357,2023-10-31 10:33:01.557059
2927,1356,2023-10-31 10:33:01.636614
2926,1356,2023-10-31 10:33:01.707155
2927,1356,2023-10-31 10:33:01.787542
2926,1356,2023-10-31 10:33:01.867470
2927,1356,2023-10-31 10:33:01.948236
2926,1356,2023-10-31 10:33:02.028501
2926,1356,2023-10-31 10:33:02.098729
2926,1356,2023-10-31 10:33:02.178736
2926,1356,2023-10-31 10:33:02.259491
2926,1356,2023-10-31 10:33:02.343414
2926,1356,2023-10-31 10:33:02.409987
2926,1356,2023-10-31 10:33:02.480525
2926,1356,2023-10-31 10:33:02.550810
2926,1356,2023-10-31 10:33:02.621002
2926,1356,2023-10-31 10:33:02.691399
2926,1356,2023-10-31 10:33:02.761848
2926,1356,2023-10-31 10:33:02.842077
2926,1356,2023-10-31 10:33:02.912274
2926,1356,2023-10-31 10:33:02.983543
2927,1356,2023-10-31 10:33:03.053076
2927,1356,2023-10-31 10:33:03.123290
2926,1356,2023-10-31 10:33:03.203928
