3267,2813,2023-10-31 10:17:58.234035
3486,2976,2023-10-31 10:17:58.256448
3655,3076,2023-10-31 10:17:58.274765
3739,3107,2023-10-31 10:17:58.294894
3794,3124,2023-10-31 10:17:58.385727
3835,3132,2023-10-31 10:17:58.436031
3858,3133,2023-10-31 10:17:58.499755
3871,3129,2023-10-31 10:17:58.556849
3882,3125,2023-10-31 10:17:58.607077
3886,3123,2023-10-31 10:17:58.667367
3889,3125,2023-10-31 10:17:58.727485
3894,3131,2023-10-31 10:17:58.788060
3897,3133,2023-10-31 10:17:58.848278
3898,3132,2023-10-31 10:17:58.908560
3899,3133,2023-10-31 10:17:58.969103
3899,3131,2023-10-31 10:17:59.029395
3897,3128,2023-10-31 10:17:59.090392
3896,3125,2023-10-31 10:17:59.159799
4003,3154,2023-10-31 10:17:59.237636
4001,3153,2023-10-31 10:17:59.310569
3998,3151,2023-10-31 10:17:59.370819
3993,3148,2023-10-31 10:17:59.431401
3986,3144,2023-10-31 10:17:59.521635
3978,3139,2023-10-31 10:17:59.602254
3973,3136,2023-10-31 10:17:59.672073
3971,3134,2023-10-31 10:17:59.752611
3972,3134,2023-10-31 10:17:59.832943
3974,3134,2023-10-31 10:17:59.903486
3982,3138,2023-10-31 10:17:59.973672
3990,3142,2023-10-31 10:18:00.043943
3960,3117,2023-10-31 10:18:00.121133
3958,3116,2023-10-31 10:18:00.194298
3954,3114,2023-10-31 10:18:00.264870
3950,3111,2023-10-31 10:18:00.345217
3947,3110,2023-10-31 10:18:00.415447
3947,3109,2023-10-31 10:18:00.485949
3946,3109,2023-10-31 10:18:00.566230
3945,3108,2023-10-31 10:18:00.646454
3944,3107,2023-10-31 10:18:00.727429
3944,3107,2023-10-31 10:18:00.797175
3945,3106,2023-10-31 10:18:00.867495
3946,3106,2023-10-31 10:18:00.947486
3919,3087,2023-10-31 10:18:01.028189
3918,3086,2023-10-31 10:18:01.108550
3915,3084,2023-10-31 10:18:01.188704
3913,3083,2023-10-31 10:18:01.259110
3912,3082,2023-10-31 10:18:01.339771
3912,3082,2023-10-31 10:18:01.419775
3911,3081,2023-10-31 10:18:01.499957
3911,3080,2023-10-31 10:18:01.580524
3911,3081,2023-10-31 10:18:01.661024
3912,3081,2023-10-31 10:18:01.751477
3917,3081,2023-10-31 10:18:01.847651
3917,3081,2023-10-31 10:18:01.921825
3917,3081,2023-10-31 10:18:02.002033
3918,3081,2023-10-31 10:18:02.092291
3919,3082,2023-10-31 10:18:02.182632
3920,3082,2023-10-31 10:18:02.263072
3922,3083,2023-10-31 10:18:02.343279
3926,3084,2023-10-31 10:18:02.423877
3928,3085,2023-10-31 10:18:02.514094
3930,3085,2023-10-31 10:18:02.604088
3905,3071,2023-10-31 10:18:02.694099
3905,3071,2023-10-31 10:18:02.784874
3904,3070,2023-10-31 10:18:02.875010
3904,3070,2023-10-31 10:18:02.975534
3904,3070,2023-10-31 10:18:03.075806
