12688,8772,2023-10-31 10:47:21.126745
12688,8772,2023-10-31 10:47:21.235630
12688,8772,2023-10-31 10:47:21.325468
12688,8773,2023-10-31 10:47:21.425502
12689,8774,2023-10-31 10:47:21.516049
12688,8775,2023-10-31 10:47:21.616334
12687,8774,2023-10-31 10:47:21.716547
12687,8775,2023-10-31 10:47:21.827180
12684,8781,2023-10-31 10:47:21.941883
12684,8782,2023-10-31 10:47:22.047623
12684,8781,2023-10-31 10:47:22.157872
12683,8781,2023-10-31 10:47:22.258384
12682,8781,2023-10-31 10:47:22.368743
12683,8782,2023-10-31 10:47:22.478935
12683,8782,2023-10-31 10:47:22.589472
12681,8790,2023-10-31 10:47:22.713643
12680,8790,2023-10-31 10:47:22.809979
12680,8791,2023-10-31 10:47:22.920681
12680,8791,2023-10-31 10:47:23.020888
12680,8790,2023-10-31 10:47:23.131108
12679,8791,2023-10-31 10:47:23.241224
12680,8791,2023-10-31 10:47:23.341785
12681,8792,2023-10-31 10:47:23.442065
12662,8788,2023-10-31 10:47:23.552291
12660,8787,2023-10-31 10:47:23.652851
12659,8787,2023-10-31 10:47:23.763148
12658,8787,2023-10-31 10:47:23.863376
12659,8787,2023-10-31 10:47:23.984808
12658,8787,2023-10-31 10:47:24.138550
12658,8787,2023-10-31 10:47:24.208650
12658,8787,2023-10-31 10:47:24.268736
12633,8778,2023-10-31 10:47:24.329344
12635,8779,2023-10-31 10:47:24.390414
12637,8780,2023-10-31 10:47:24.449865
12638,8781,2023-10-31 10:47:24.510423
12636,8781,2023-10-31 10:47:24.570715
12635,8781,2023-10-31 10:47:24.630914
12634,8780,2023-10-31 10:47:24.691088
12634,8781,2023-10-31 10:47:24.771737
12634,8781,2023-10-31 10:47:24.832011
12635,8782,2023-10-31 10:47:24.892175
12635,8782,2023-10-31 10:47:24.952749
12633,8781,2023-10-31 10:47:25.013031
12634,8781,2023-10-31 10:47:25.073326
12636,8783,2023-10-31 10:47:25.133821
12640,8785,2023-10-31 10:47:25.204376
12672,8801,2023-10-31 10:47:25.284276
12675,8802,2023-10-31 10:47:25.344457
12677,8803,2023-10-31 10:47:25.415909
12677,8804,2023-10-31 10:47:25.485397
12679,8805,2023-10-31 10:47:25.565537
12682,8807,2023-10-31 10:47:25.636115
12684,8808,2023-10-31 10:47:25.716385
12686,8809,2023-10-31 10:47:25.796611
12687,8810,2023-10-31 10:47:25.867186
12687,8810,2023-10-31 10:47:25.937287
12685,8810,2023-10-31 10:47:26.007765
12687,8811,2023-10-31 10:47:26.087885
12703,8822,2023-10-31 10:47:26.168454
12701,8822,2023-10-31 10:47:26.239755
12701,8822,2023-10-31 10:47:26.308949
12702,8822,2023-10-31 10:47:26.389519
12704,8823,2023-10-31 10:47:26.459790
12706,8823,2023-10-31 10:47:26.530016
12706,8824,2023-10-31 10:47:26.610171
12705,8824,2023-10-31 10:47:26.680725
12702,8823,2023-10-31 10:47:26.751663
12702,8822,2023-10-31 10:47:26.831240
12704,8823,2023-10-31 10:47:26.901816
12706,8824,2023-10-31 10:47:26.972103
12716,8828,2023-10-31 10:47:27.062560
12715,8827,2023-10-31 10:47:27.153150
12714,8827,2023-10-31 10:47:27.243183
12715,8827,2023-10-31 10:47:27.323376
12716,8827,2023-10-31 10:47:27.403532
12717,8828,2023-10-31 10:47:27.484113
12718,8828,2023-10-31 10:47:27.564627
12718,8828,2023-10-31 10:47:27.665213
12717,8828,2023-10-31 10:47:27.745181
12733,8837,2023-10-31 10:47:27.852787
12734,8836,2023-10-31 10:47:27.935676
12735,8837,2023-10-31 10:47:28.026330
12736,8837,2023-10-31 10:47:28.106544
12737,8838,2023-10-31 10:47:28.187864
12736,8838,2023-10-31 10:47:28.266978
12736,8837,2023-10-31 10:47:28.357494
12735,8837,2023-10-31 10:47:28.447669
12735,8837,2023-10-31 10:47:28.537657
12735,8837,2023-10-31 10:47:28.628422
12728,8826,2023-10-31 10:47:28.718503
12727,8825,2023-10-31 10:47:28.818675
12725,8824,2023-10-31 10:47:28.909273
12725,8824,2023-10-31 10:47:28.999587
12727,8824,2023-10-31 10:47:29.100351
12728,8824,2023-10-31 10:47:29.199942
12729,8824,2023-10-31 10:47:29.300873
12730,8824,2023-10-31 10:47:29.400744
12728,8816,2023-10-31 10:47:29.501526
12730,8816,2023-10-31 10:47:29.601558
12732,8816,2023-10-31 10:47:29.712268
12733,8816,2023-10-31 10:47:29.822053
12734,8816,2023-10-31 10:47:29.923163
12734,8816,2023-10-31 10:47:30.032846
12735,8816,2023-10-31 10:47:30.133077
12734,8815,2023-10-31 10:47:30.243311
12747,8808,2023-10-31 10:47:30.353851
12745,8807,2023-10-31 10:47:30.464100
12744,8806,2023-10-31 10:47:30.564362
12743,8805,2023-10-31 10:47:30.664929
12741,8804,2023-10-31 10:47:30.765203
12739,8802,2023-10-31 10:47:30.865424
12738,8802,2023-10-31 10:47:30.985522
12610,8728,2023-10-31 10:47:32.188746
12608,8727,2023-10-31 10:47:32.286528
12607,8727,2023-10-31 10:47:32.386494
12583,8701,2023-10-31 10:47:32.477209
12583,8700,2023-10-31 10:47:32.567490
12583,8700,2023-10-31 10:47:32.667720
12583,8700,2023-10-31 10:47:32.778286
12584,8700,2023-10-31 10:47:32.888581
12585,8700,2023-10-31 10:47:32.989827
12584,8699,2023-10-31 10:47:33.098994
12595,8698,2023-10-31 10:47:33.213748
12595,8698,2023-10-31 10:47:33.319895
12597,8699,2023-10-31 10:47:33.420119
12599,8699,2023-10-31 10:47:33.520621
12600,8699,2023-10-31 10:47:33.630890
12600,8699,2023-10-31 10:47:33.731116
12599,8699,2023-10-31 10:47:33.834951
12598,8699,2023-10-31 10:47:33.941859
12602,8689,2023-10-31 10:47:34.052264
12604,8690,2023-10-31 10:47:34.152380
12606,8689,2023-10-31 10:47:34.252926
12605,8689,2023-10-31 10:47:34.373199
12602,8687,2023-10-31 10:47:34.473436
12600,8686,2023-10-31 10:47:34.628973
12603,8686,2023-10-31 10:47:34.688534
12608,8688,2023-10-31 10:47:34.748743
12612,8689,2023-10-31 10:47:34.799340
12588,8671,2023-10-31 10:47:34.859549
12589,8671,2023-10-31 10:47:34.929770
12591,8671,2023-10-31 10:47:34.989932
12592,8672,2023-10-31 10:47:35.050494
12593,8672,2023-10-31 10:47:35.100878
12594,8673,2023-10-31 10:47:35.161047
12594,8673,2023-10-31 10:47:35.231579
12593,8673,2023-10-31 10:47:35.301876
12591,8671,2023-10-31 10:47:35.362093
12589,8671,2023-10-31 10:47:35.422684
12588,8671,2023-10-31 10:47:35.482945
12588,8671,2023-10-31 10:47:35.543182
12588,8670,2023-10-31 10:47:35.613333
12586,8670,2023-10-31 10:47:35.683898
12592,8667,2023-10-31 10:47:35.754236
12588,8666,2023-10-31 10:47:35.814415
12587,8664,2023-10-31 10:47:35.884979
12587,8664,2023-10-31 10:47:35.955273
12587,8664,2023-10-31 10:47:36.025555
12587,8664,2023-10-31 10:47:36.105659
12586,8664,2023-10-31 10:47:36.176103
12586,8664,2023-10-31 10:47:36.250166
12589,8664,2023-10-31 10:47:36.326742
12591,8665,2023-10-31 10:47:36.407289
12589,8665,2023-10-31 10:47:36.487499
12588,8664,2023-10-31 10:47:36.567831
12579,8659,2023-10-31 10:47:36.638353
12580,8659,2023-10-31 10:47:36.708641
12582,8660,2023-10-31 10:47:36.788846
12583,8660,2023-10-31 10:47:36.859010
12585,8661,2023-10-31 10:47:36.929611
12587,8662,2023-10-31 10:47:36.999774
12589,8663,2023-10-31 10:47:37.080100
12589,8663,2023-10-31 10:47:37.160948
12588,8663,2023-10-31 10:47:37.240939
12588,8663,2023-10-31 10:47:37.311158
12588,8663,2023-10-31 10:47:37.391765
12588,8663,2023-10-31 10:47:37.462044
12585,8665,2023-10-31 10:47:37.552227
12584,8665,2023-10-31 10:47:37.632394
12583,8664,2023-10-31 10:47:37.713043
12582,8665,2023-10-31 10:47:37.793321
12582,8665,2023-10-31 10:47:37.873498
12583,8665,2023-10-31 10:47:37.954048
12583,8666,2023-10-31 10:47:38.044403
12582,8666,2023-10-31 10:47:38.134567
12583,8667,2023-10-31 10:47:38.215132
12582,8667,2023-10-31 10:47:38.295409
12587,8678,2023-10-31 10:47:38.375616
12586,8678,2023-10-31 10:47:38.455805
12585,8677,2023-10-31 10:47:38.536313
12585,8677,2023-10-31 10:47:38.616710
12586,8678,2023-10-31 10:47:38.696881
12587,8678,2023-10-31 10:47:38.781027
12586,8678,2023-10-31 10:47:38.867662
12584,8678,2023-10-31 10:47:38.947664
12583,8677,2023-10-31 10:47:39.037720
12583,8678,2023-10-31 10:47:39.139288
12592,8684,2023-10-31 10:47:39.228684
12592,8684,2023-10-31 10:47:39.318731
12593,8685,2023-10-31 10:47:39.409313
12596,8686,2023-10-31 10:47:39.509576
12599,8687,2023-10-31 10:47:39.609841
12602,8688,2023-10-31 10:47:39.700402
12604,8688,2023-10-31 10:47:39.790678
12605,8689,2023-10-31 10:47:39.880893
12633,8700,2023-10-31 10:47:40.000206
12632,8700,2023-10-31 10:47:40.091600
12632,8700,2023-10-31 10:47:40.202020
12634,8701,2023-10-31 10:47:40.312143
12637,8702,2023-10-31 10:47:40.422693
12637,8702,2023-10-31 10:47:40.532979
12636,8702,2023-10-31 10:47:40.633198
