3612,3004,2023-10-31 10:14:10.237484
3829,3113,2023-10-31 10:14:10.264113
3879,3129,2023-10-31 10:14:10.280793
3897,3136,2023-10-31 10:14:10.302820
3905,3138,2023-10-31 10:14:10.483608
3902,3136,2023-10-31 10:14:10.543926
3897,3135,2023-10-31 10:14:10.604139
3896,3136,2023-10-31 10:14:10.664730
3895,3137,2023-10-31 10:14:10.724988
3897,3139,2023-10-31 10:14:10.795232
3900,3142,2023-10-31 10:14:10.876262
3906,3146,2023-10-31 10:14:10.955971
3916,3150,2023-10-31 10:14:11.036203
3926,3154,2023-10-31 10:14:11.106476
3933,3157,2023-10-31 10:14:11.177611
3933,3156,2023-10-31 10:14:11.247280
3933,3156,2023-10-31 10:14:11.327505
3935,3156,2023-10-31 10:14:11.397660
3938,3157,2023-10-31 10:14:11.468228
3936,3156,2023-10-31 10:14:11.548496
3933,3154,2023-10-31 10:14:11.628738
3933,3154,2023-10-31 10:14:11.709308
3933,3154,2023-10-31 10:14:11.779632
3933,3154,2023-10-31 10:14:11.849659
3941,3148,2023-10-31 10:14:12.973059
3941,3148,2023-10-31 10:14:13.030682
3941,3148,2023-10-31 10:14:13.090849
3941,3147,2023-10-31 10:14:13.151016
3941,3148,2023-10-31 10:14:13.221567
3942,3148,2023-10-31 10:14:13.291847
3942,3148,2023-10-31 10:14:13.372047
3926,3138,2023-10-31 10:14:13.442052
3927,3138,2023-10-31 10:14:13.522779
3928,3138,2023-10-31 10:14:13.593145
3928,3138,2023-10-31 10:14:13.663289
3927,3137,2023-10-31 10:14:13.744579
3926,3137,2023-10-31 10:14:13.824108
3925,3136,2023-10-31 10:14:13.894366
3924,3136,2023-10-31 10:14:13.974472
3923,3135,2023-10-31 10:14:14.055572
3923,3135,2023-10-31 10:14:14.125407
3924,3135,2023-10-31 10:14:14.205568
3907,3128,2023-10-31 10:14:14.292166
3907,3127,2023-10-31 10:14:14.376385
3908,3128,2023-10-31 10:14:14.446598
3910,3129,2023-10-31 10:14:14.527185
3911,3129,2023-10-31 10:14:14.607454
3913,3130,2023-10-31 10:14:14.677459
3914,3130,2023-10-31 10:14:14.757861
3913,3130,2023-10-31 10:14:14.828424
3914,3130,2023-10-31 10:14:14.908745
3915,3130,2023-10-31 10:14:14.988707
3916,3131,2023-10-31 10:14:15.070146
3923,3132,2023-10-31 10:14:15.155856
3922,3132,2023-10-31 10:14:15.239963
3920,3131,2023-10-31 10:14:15.330124
3918,3130,2023-10-31 10:14:15.420673
3917,3130,2023-10-31 10:14:15.500771
3917,3129,2023-10-31 10:14:15.591203
3918,3130,2023-10-31 10:14:15.671754
3919,3130,2023-10-31 10:14:15.771976
3920,3130,2023-10-31 10:14:15.861995
3920,3131,2023-10-31 10:14:15.952037
3914,3127,2023-10-31 10:14:16.042793
3917,3128,2023-10-31 10:14:16.132912
3919,3129,2023-10-31 10:14:16.223071
3919,3129,2023-10-31 10:14:16.304366
3920,3129,2023-10-31 10:14:16.393904
3921,3129,2023-10-31 10:14:16.484077
3922,3129,2023-10-31 10:14:16.574250
3919,3128,2023-10-31 10:14:16.664807
3917,3127,2023-10-31 10:14:16.755191
3905,3122,2023-10-31 10:14:16.855327
3908,3123,2023-10-31 10:14:16.945941
3911,3124,2023-10-31 10:14:17.036163
3913,3125,2023-10-31 10:14:17.126449
3916,3126,2023-10-31 10:14:17.216500
3917,3126,2023-10-31 10:14:17.307107
3918,3127,2023-10-31 10:14:17.407461
3918,3127,2023-10-31 10:14:17.497600
3918,3127,2023-10-31 10:14:17.588174
3906,3122,2023-10-31 10:14:17.688419
3906,3122,2023-10-31 10:14:17.798629
3909,3123,2023-10-31 10:14:17.902498
3910,3123,2023-10-31 10:14:17.999422
3912,3124,2023-10-31 10:14:18.099748
3914,3125,2023-10-31 10:14:18.209892
3917,3126,2023-10-31 10:14:18.310449
3926,3128,2023-10-31 10:14:18.427193
