hr,red,datetime
13774,5970,2023-11-01 14:29:00.720608
13775,5971,2023-11-01 14:29:00.800738
13776,5971,2023-11-01 14:29:00.881104
13777,5971,2023-11-01 14:29:00.961260
13777,5971,2023-11-01 14:29:01.041819
13777,5971,2023-11-01 14:29:01.122177
13777,5971,2023-11-01 14:29:01.202868
13777,5971,2023-11-01 14:29:01.272912
13796,5975,2023-11-01 14:29:01.346617
13797,5975,2023-11-01 14:29:01.433452
13796,5975,2023-11-01 14:29:01.504605
13796,5975,2023-11-01 14:29:01.594187
13797,5975,2023-11-01 14:29:01.674483
13797,5975,2023-11-01 14:29:01.754661
13798,5975,2023-11-01 14:29:01.835247
13798,5976,2023-11-01 14:29:01.925578
13798,5975,2023-11-01 14:29:02.005734
13799,5976,2023-11-01 14:29:02.096309
13812,5979,2023-11-01 14:29:02.190279
13812,5979,2023-11-01 14:29:02.276779
13813,5979,2023-11-01 14:29:02.356919
13813,5979,2023-11-01 14:29:02.447439
13813,5978,2023-11-01 14:29:02.537619
13814,5979,2023-11-01 14:29:02.637659
13814,5979,2023-11-01 14:29:02.728640
13814,5979,2023-11-01 14:29:02.818547
13814,5979,2023-11-01 14:29:02.908650
13820,5979,2023-11-01 14:29:03.013036
13820,5979,2023-11-01 14:29:03.099497
13820,5979,2023-11-01 14:29:03.189722
13820,5979,2023-11-01 14:29:03.279904
13821,5979,2023-11-01 14:29:03.370457
13821,5979,2023-11-01 14:29:03.460900
13821,5979,2023-11-01 14:29:03.551712
13821,5979,2023-11-01 14:29:03.641555
13821,5980,2023-11-01 14:29:03.731831
13823,5979,2023-11-01 14:29:03.839830
13823,5979,2023-11-01 14:29:03.942667
13823,5979,2023-11-01 14:29:04.032940
13823,5979,2023-11-01 14:29:04.123151
13822,5978,2023-11-01 14:29:04.213314
13823,5978,2023-11-01 14:29:04.303854
13823,5978,2023-11-01 14:29:04.394323
13823,5978,2023-11-01 14:29:04.504367
13823,5978,2023-11-01 14:29:04.614951
13820,5976,2023-11-01 14:29:04.725202
13820,5976,2023-11-01 14:29:04.835472
13820,5976,2023-11-01 14:29:04.935606
13820,5976,2023-11-01 14:29:05.036191
13820,5976,2023-11-01 14:29:05.146516
13820,5976,2023-11-01 14:29:05.246806
13820,5975,2023-11-01 14:29:05.357259
13813,5972,2023-11-01 14:29:05.467571
13813,5972,2023-11-01 14:29:05.567752
13813,5971,2023-11-01 14:29:05.668314
13812,5971,2023-11-01 14:29:05.779064
13811,5971,2023-11-01 14:29:05.888889
13810,5971,2023-11-01 14:29:05.998989
13810,5971,2023-11-01 14:29:06.119904
13805,5969,2023-11-01 14:29:06.226350
13804,5969,2023-11-01 14:29:06.329849
13804,5969,2023-11-01 14:29:06.440604
13804,5969,2023-11-01 14:29:06.540889
13803,5969,2023-11-01 14:29:06.651113
13803,5968,2023-11-01 14:29:06.751695
13803,5968,2023-11-01 14:29:06.851984
13803,5968,2023-11-01 14:29:06.952205
13797,5967,2023-11-01 14:29:07.066045
13797,5967,2023-11-01 14:29:07.182943
13797,5967,2023-11-01 14:29:07.293286
13797,5967,2023-11-01 14:29:07.403923
13797,5967,2023-11-01 14:29:07.558472
13796,5967,2023-11-01 14:29:07.618521
13796,5967,2023-11-01 14:29:07.678696
13796,5967,2023-11-01 14:29:07.739312
13796,5967,2023-11-01 14:29:07.809558
13794,5967,2023-11-01 14:29:07.869805
13794,5967,2023-11-01 14:29:07.929927
13794,5967,2023-11-01 14:29:07.990491
13794,5966,2023-11-01 14:29:08.050864
13793,5966,2023-11-01 14:29:08.111021
13793,5966,2023-11-01 14:29:08.191563
13793,5967,2023-11-01 14:29:08.261951
13793,5967,2023-11-01 14:29:08.342059
13792,5966,2023-11-01 14:29:08.412739
13793,5966,2023-11-01 14:29:08.492956
13792,5966,2023-11-01 14:29:08.573900
13793,5966,2023-11-01 14:29:08.643347
13794,5966,2023-11-01 14:29:08.736479
13794,5967,2023-11-01 14:29:08.804202
13794,5966,2023-11-01 14:29:08.874979
13794,5966,2023-11-01 14:29:08.954959
13794,5966,2023-11-01 14:29:09.035248
13794,5966,2023-11-01 14:29:09.105455
13793,5966,2023-11-01 14:29:09.186086
13794,5966,2023-11-01 14:29:09.266212
13794,5966,2023-11-01 14:29:09.336571
13794,5966,2023-11-01 14:29:09.416806
13794,5966,2023-11-01 14:29:09.501269
